name,category_list,domain_clean
Abhinav Outsourcings Pvt. Ltd,Business Services|Outsourcing,business services|outsourcing
Abide Therapeutics,Biotechnology,biotechnology
Abigail Stewart,Fashion,fashion
Ability Dynamics,Health Care,HealthTech
ABILITY Network,Health Care,HealthTech
AbilTo,Curated Web|Health and Wellness|Health Care|Internet|Medical|Psychology|Teachers|Technology|Therapeutics|VoIP|Web Development,HealthTech
Abimate.ee,Employment|Marketplaces|Services,employment|marketplaces|services
Abine,Curated Web|Privacy,curated web|privacy
Abingdon Health,Health Care|Health Diagnostics,HealthTech
aBioBot,Biotechnology|Robotics|Technology,biotechnology|robotics|technology
Abiogenix,Fitness|Health and Wellness|Health Care|Medical Devices|Medication Adherence,HealthTech
Abionic,Biotechnology|Medical|Nanotechnology,HealthTech
Abiquo Group,Cloud Computing|Cloud Infrastructure|Cloud Management|M2M|Open Source|Software|Virtualization|Web Hosting,SaaS
aBIZinaBOX,Accounting|Consulting|CRM|Marketing Automation|Project Management,MarTech
ABL Farms,Sales and Marketing,MarTech
Ablative Solutions,Biotechnology,biotechnology
Able Lending,Collaboration|Credit|Curated Web|Entrepreneur|Finance|FinTech|Small and Medium Businesses,FinTech
Able Planet,Hardware + Software,SaaS
AbleSky,Software,SaaS
Ablexis,Biotechnology,biotechnology
ablio,Local|Services|Translation,local|services|translation
Abloomy,Big Data|Cloud Computing|Infrastructure|Mobile|Wireless,big data|cloud computing|infrastructure|mobile|wireless
Ablynx,Biotechnology,biotechnology
ABO Data,Enterprise Software,SaaS
abode,Home Automation|Home Owners|Security,home automation|home owners|security
ABODO,Real Estate|Search,real estate|search
Abound Logic,Design|Manufacturing|Semiconductors,design|manufacturing|semiconductors
Abound Solar,Clean Technology|Solar,clean technology|solar
aboutLife,Big Data|Consumers|Personal Finance|Retirement,FinTech
about.me,Curated Web|Identity|Identity Management,curated web|identity|identity management
AboutMyStar,Communities|Image Recognition|Internet|Public Relations,communities|image recognition|internet|public relations
AboutOne,Contact Management|Curated Web|Events,contact management|curated web|events
AboutOurWork,Analytics|Business Services|Small and Medium Businesses|Social Network Media|Visualization,analytics|business services|small and medium businesses|social network media|visualization
AboutUs.org,Curated Web,curated web
Above All Software,Software,SaaS
Above Security,Information Security|Security,information security|security
ABOVE Solutions,Software,SaaS
ABPathfinder,Health and Wellness,HealthTech
Abra,Financial Services,FinTech
Abracon,Electrical Distribution|Electronics|Manufacturing,electrical distribution|electronics|manufacturing
AbraResto,Content Discovery|Hospitality|Restaurants|Social Media Platforms,content discovery|hospitality|restaurants|social media platforms
Abril,Advertising|Digital Media|Education|Media|News|Publishing,EdTech
Abroad101,Education,EdTech
ABS,Health Care,HealthTech
ABS Medical,Medical,HealthTech
ABSMaterials,Clean Technology,clean technology
Absolicon Solar Concentrator,Clean Technology|Energy|Oil,clean technology|energy|oil
Absolute Commerce,Software,SaaS
Sportskeeda,Crowdsourcing|Curated Web|Sports,crowdsourcing|curated web|sports
Absolvent,All Students|Career Management|Social Network Media,all students|career management|social network media
Absynth Biologics,Biotechnology,biotechnology
ABT Molecular Imaging,Health Care,HealthTech
Abtech Holdings,Engineering Firms|Environmental Innovation|Technology,engineering firms|environmental innovation|technology
Abukai,Android|Apps|Business Services|iOS|iPhone|Mobile|Productivity Software|SaaS|Software,SaaS
Abundance Generation,Finance,FinTech
FashionAde.com (Abundant Closet),E-Commerce,e-commerce
Abury,E-Commerce|Fashion|Lifestyle,e-commerce|fashion|lifestyle
abusix,B2B|Internet Service Providers|Security|Software,SaaS
Abyz,Curated Web,curated web
Abzena,Biotechnology,biotechnology
AbZorba Games,Apps|Games|Mobile|Social Media|Software,SaaS
AC Immune SA,Biotechnology,biotechnology
A.C. Moore,E-Commerce,e-commerce
Acacia,Apps|Gamification|iOS|Mobile,apps|gamification|ios|mobile
Acacia Communications,Web Hosting,web hosting
Acacia Interactive,Software,SaaS
Acacia Living,Health and Wellness,HealthTech
Acacia Pharma,Biotechnology,biotechnology
Acacia Research,Business Services|Intellectual Asset Management|Licensing,business services|intellectual asset management|licensing
ACACIA Semiconductor,Semiconductors,semiconductors
Acacia Trading,Bitcoin|Cloud Computing|Trading,bitcoin|cloud computing|trading
Academia,Curated Web|EdTech|Education|Information Technology|Language Learning,EdTech
Academia.edu,Social Media,social media
Academia RFID,Consulting,consulting
Academic Earth,EdTech|Education|Video,EdTech
AcademixDirect,Advertising|Education|Lead Generation|Portals,EdTech
Academize,Cloud Computing|Collaboration|Education|Social Media,EdTech
Academy of Inovation,Social Media,social media
Academy123,Education,EdTech
AcadiaSoft,Finance,FinTech
Acadine Technologies,Internet of Things|Mobile|Operating Systems|Wearables,internet of things|mobile|operating systems|wearables
acaia,Coffee|Internet of Things,coffee|internet of things
ACAL Energy,Clean Technology,clean technology
Acal Enterprise Solutions,Information Technology,information technology
Acamica,EdTech|Education|Entrepreneur|Technology,EdTech
Acarix,Health Care,HealthTech
Acast,Audio|Entertainment|Music|Social Media|Social Media Platforms,AI
ACB (India) Limited,Energy|Mining Technologies,energy|mining technologies
Acccess Technology Solutions,E-Commerce,e-commerce
Accedian Networks,Business Services|Enterprises|Mobile|Networking|Telecommunications,business services|enterprises|mobile|networking|telecommunications
Accedo,Hardware + Software|Television,SaaS
Accel Diagnostics,Diagnostics|Health Care|Health Diagnostics|Medical Devices,HealthTech
Accela,Government Innovation|Governments|SaaS|Software,SaaS
Accelalox,Biotechnology,biotechnology
Accelario,Big Data|Databases|Information Technology,big data|databases|information technology
Accelera,Mobile|Technology|Wireless,mobile|technology|wireless
Accelerate Diagnostics,Health Care|Health Diagnostics|Medical Devices,HealthTech
Accelerate Mobile Apps,Mobile,mobile
Accelerated IO,Software,SaaS
Accelerated Pharma,Pharmaceuticals,pharmaceuticals
Accelerated Vision Group,Analytics,analytics
Accelerize New Media,Enterprise Software,SaaS
Acceleron Pharma,Biotechnology,biotechnology
AccelGolf,Apps|Finance|Mobile|Sports,FinTech
Accelight Networks,Consumer Electronics|Electronics|Manufacturing,consumer electronics|electronics|manufacturing
Accelitec,Software,SaaS
Accella Learning,EdTech|Education|Software,SaaS
Accellion,Enterprise Software|Security,SaaS
Accellos,Logistics|Software|Storage|Supply Chain Management|Transportation,AI
AccelOne,Software,SaaS
AccelOps,Analytics|Cloud Computing|Cloud Management|Networking|SaaS|Security|Virtualization,SaaS
Accendo Technologies,Software,SaaS
Accendo Therapeutics,Health and Wellness,HealthTech
Accent Custom Finishings & Design Center,Consumer Goods|Retail,AI
Accent Media Limited,Domains|Internet|Ticketing,AI
Accentia Biopharmaceuticals Inc,Biotechnology|Health and Wellness,HealthTech
Accentium Web,Curated Web|Internet|Legal|Semantic Search|SEO,curated web|internet|legal|semantic search|seo
Accenx Technologies,Software,SaaS
Accept Software,Career Management|Software,SaaS
Acceptd,Software,SaaS
Accera,Biotechnology,biotechnology
Accertify,Credit Cards|Fraud Detection|Security,credit cards|fraud detection|security
ACCESS Bill Pay Services,Payments,FinTech
Access Closure,Health Care,HealthTech
Access Integrated Healthcare,Health and Wellness|Health Care|Services,HealthTech
Access Media 3,Security,security
Access MediQuip,Health Care,HealthTech
Access Mobile,Mobile,mobile
Access Northeast,Cloud Computing|Data Centers|Networking|Services|Software|Web Hosting,SaaS
Access Point,Advertising|Brand Marketing|Design|Web Design|Web Development,MarTech
Access Psychiatry Solutions,Biotechnology,biotechnology
Access Scientific,Health Care,HealthTech
AccessSportsMedia.com,Advertising|Distribution|Mobile|Sales and Marketing|Social Media,MarTech
AccessData,Enterprise Software,SaaS
Inherited Health,Health and Wellness,HealthTech
Access Network,Advertising,advertising
Accessory Addict Society,Fashion|Lifestyle|Shopping,E-Commerce
AccessPay,Finance,FinTech
Accio Energy,Clean Technology,clean technology
Accion,Financial Services|Nonprofits|Social Fundraising,AI
Accion Systems,Aerospace|Manufacturing|New Product Development,aerospace|manufacturing|new product development
Accion Texas,Nonprofits,nonprofits
Accipiter,Advertising|Internet|Services,advertising|internet|services
Accipiter Radar,Homeland Security|Security|Tracking,homeland security|security|tracking
Accipiter Systems,Analytics,analytics
Acclaim Games,Games,games
Acclaimd,Analytics|Career Management|Recruiting|Social Recruiting,analytics|career management|recruiting|social recruiting
Acclarent,Biotechnology|Medical,HealthTech
Acclaris Holdings,Development Platforms|Health Care|Software,HealthTech
Acco Brands,Hardware + Software,SaaS
ACCO Semiconductor,Semiconductors,semiconductors
Accolade,Health and Wellness|Health Care|Healthcare Services,HealthTech
Accolo,Consulting,consulting
Accompany,3D|Social Media|Technology,3d|social media|technology
Accord,Real Estate,real estate
Accord Biomaterials,Biotechnology,biotechnology
Accordion Health,Big Data Analytics|Health Care Information Technology|SaaS,HealthTech
Accountable,B2B|Cloud Computing|Enterprises|Health and Wellness|Health Care|Network Security|SaaS,HealthTech
Accounting SaaS Japan,Cloud Computing|SaaS,SaaS
AccountNow,Credit|Finance|Financial Services|Personal Finance,FinTech
Accreon,Software,SaaS
Accriva Diagnostics,Medical Devices,HealthTech
Accrue Search Concepts dba Boounce,Search|Software|Vertical Search,SaaS
Accruent,Enterprise Software,SaaS
Accruit,Software,SaaS
Accu-Break Pharmaceuticals,Biotechnology,biotechnology
AccuBuild IT,Construction,construction
Accudial Pharmaceutical,Biotechnology,biotechnology
AccuDraft,Software,SaaS
Accuhealth Partners,Health and Wellness,HealthTech
Accuitis,Health and Wellness,HealthTech
AccuMED Technologies,Medical,HealthTech
Accumen,Health Care|Hospitals,HealthTech
Accumetrics,Biotechnology,biotechnology
Accumulate,Mobile|Mobile Payments|Mobile Security|Security,FinTech
Accumuli Security,Content|Events|Security|Software|Training,AI
AccuNostics,Health Care|Health Diagnostics,HealthTech
Accupal,Medical,HealthTech
Accuradio,Internet Radio Market,internet radio market
Accurence,Software,SaaS
AccuRev,Software,SaaS
AccurIC,Hardware + Software,SaaS
Accuris Networks,Mobile|Networking|Telecommunications,mobile|networking|telecommunications
AccuSilicon,Semiconductors,semiconductors
Pegasus Imaging Corporation,Software,SaaS
Accutrainee,Legal|Outsourcing|Recruiting|Service Providers,legal|outsourcing|recruiting|service providers
Accuvant,Security,security
AccuVein,Hardware + Software,SaaS
ACE,Biotechnology|Medical,HealthTech
ACE-Africa Courier Express,Consumer Goods|Content Delivery|Logistics,consumer goods|content delivery|logistics
ACE*COMM,Public Relations,public relations
ACE Film Productions,Media|News,media|news
ACE Health,Health and Wellness|Health Care|Health Care Information Technology|mHealth|Predictive Analytics,HealthTech
Ace Learning Company,Education|SaaS|Services,SaaS
Ace Metrix,Advertising,advertising
ACE Portal,Finance|FinTech|Marketplaces|Nonprofits,FinTech
ACEA BIO,Biotechnology,biotechnology
Aceable,Education|Mobile Commerce|Technical Continuing Education,EdTech
Acelero Learning,Education|Online Education|Services,EdTech
ACell,Health and Wellness,HealthTech
AcEmpire,Real Estate|Social Media,real estate|social media
Acer,Consumer Electronics|Hardware + Software,SaaS
Acer Therapeutics,Pharmaceuticals,pharmaceuticals
Acera Surgical,Health Care,HealthTech
Aceris 3D Inspection,Semiconductors,semiconductors
Acesion Pharma,Biotechnology,biotechnology
Acesis,Health Care|Physicians|Software,HealthTech
AcesoBee,Health Care,HealthTech
Acetylon Pharmaceuticals,Biotechnology,biotechnology
Aceva Technologies,Enterprise Software,SaaS
AchaLa,Advertising|Classifieds,advertising|classifieds
Achaogen,Biotechnology|Health Care,HealthTech
Achates Power,Clean Technology,clean technology
ACHICA,E-Commerce|Gift Card|Home & Garden|Kids|Lifestyle|Retail|Travel,AI
Achieve Lending,Finance Technology,FinTech
Achieve X,Software,SaaS
Achieve3000,Software,SaaS
Achieved.co,Career Management|Education|Human Resources,EdTech
AchieveIt,Enterprise Software,SaaS
The Activity Exchange (AchieveMint),Health and Wellness|Health Care|mHealth|Mobile,HealthTech
Achiever,Self Development|Social Network Media,self development|social network media
Achievers,Employer Benefits Programs|Incentives|Services|Software,SaaS
Achilles Group,Enterprise Software,SaaS
Achillion Pharmaceuticals,Biotechnology|Health Care,HealthTech
Achronix Semiconductor,Semiconductors,semiconductors
Achvr,Curated Web|Games|Gamification|Media|Social Media,curated web|games|gamification|media|social media
ACI Solutions,Internet Service Providers,internet service providers
Acid Labs,E-Commerce|Mobile|Software|Web Hosting,SaaS
Blackwave,Social Media|Storage|Video Streaming|Web Hosting,social media|storage|video streaming|web hosting
Acision,Mobile,mobile
Zentri,Internet of Things|Security|Software|Wireless,SaaS
ACM Capital Partners,Consulting,consulting
Acologix,Biotechnology,biotechnology
aCommerce,E-Commerce,e-commerce
Acomni,Networking|Web Hosting,networking|web hosting
Acompli,Android|Consumer Internet|Email|Enterprise Software|iOS|Mobile|Mobile Security|SaaS,AI
aCon,Hardware + Software,SaaS
Aconex,Cloud Computing|Construction|Engineering Firms|Software,SaaS
Aconite Technology,Software,SaaS
Acopia Networks,Software,SaaS
Acopio,Agriculture|Analytics|Coffee,agriculture|analytics|coffee
Acorio,Enterprise Software,SaaS
Acorns,Apps|Finance|FinTech|Mobile|Technology,FinTech
Acosta Sales & Marketing,Advertising,advertising
Acoustic Sensing Technology,Clean Technology,clean technology
Acoustic Technologies,Software,SaaS
Acousticeye,Clean Technology,clean technology
Acqua Innovations,Manufacturing,manufacturing
Acqua Telecom Ltd,Mobile|Networking,mobile|networking
Acquaintable,Curated Web,curated web
Acquia,Content|Enterprise Software|Social Media|Software|Web CMS,SaaS
Acquire Real Estate,Real Estate,real estate
Acquisio,Advertising Platforms|Software,SaaS
Acreations Reptiles and Exotics,Pets|Service Providers,pets|service providers
Acrisure,Finance,FinTech
Acrobatiq,EdTech|Education,EdTech
Acrolinx,Software,SaaS
Acronis,Flash Storage|Homeland Security|Storage|Web Hosting,flash storage|homeland security|storage|web hosting
"Acronym Media, Inc.",Analytics|Internet Marketing|Search|Search Marketing|Semantic Search|SEO,MarTech
